,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,VAE-CF,50,1,1e-05,300,Cosine,0.2,1.0,,"[0.154, 0.0004]","[0.0973, 0.0004]","[0.0923, 0.0003]","[0.0885, 0.0003]","[0.1048, 0.0005]","[0.0734, 0.0002]","[0.0804, 0.0003]","[0.074, 0.0004]","[0.103, 0.0005]","[0.1289, 0.0005]","[0.0415, 0.0003]","[0.2408, 0.0007]"
1,VAE-CF,50,1,0.0001,300,Cosine,0.2,1.0,,"[0.1483, 0.0004]","[0.0939, 0.0004]","[0.0901, 0.0003]","[0.0867, 0.0003]","[0.1005, 0.0005]","[0.0724, 0.0002]","[0.0775, 0.0003]","[0.0675, 0.0004]","[0.0962, 0.0005]","[0.1209, 0.0005]","[0.0369, 0.0003]","[0.2295, 0.0007]"
2,VAE-CF,50,1,0.001,300,Cosine,0.2,1.0,,"[0.1504, 0.0004]","[0.096, 0.0004]","[0.0914, 0.0003]","[0.0878, 0.0003]","[0.1035, 0.0005]","[0.0733, 0.0002]","[0.0788, 0.0003]","[0.0697, 0.0004]","[0.0978, 0.0005]","[0.1232, 0.0005]","[0.0389, 0.0003]","[0.2337, 0.0007]"
3,VAE-CF,50,1,0.01,300,Cosine,0.2,1.0,,"[0.1446, 0.0004]","[0.0939, 0.0004]","[0.0898, 0.0003]","[0.0866, 0.0003]","[0.1004, 0.0005]","[0.0729, 0.0002]","[0.0768, 0.0003]","[0.0647, 0.0004]","[0.0916, 0.0004]","[0.1156, 0.0005]","[0.0357, 0.0003]","[0.2221, 0.0006]"
4,VAE-CF,50,1,0.1,300,Cosine,0.2,1.0,,"[0.1329, 0.0004]","[0.0885, 0.0004]","[0.0856, 0.0003]","[0.0826, 0.0003]","[0.0923, 0.0005]","[0.0705, 0.0002]","[0.0706, 0.0003]","[0.0585, 0.0004]","[0.0847, 0.0004]","[0.106, 0.0005]","[0.0304, 0.0003]","[0.2048, 0.0006]"
5,VAE-CF,100,1,1e-05,300,Cosine,0.2,1.0,,"[0.16, 0.0004]","[0.0989, 0.0004]","[0.0939, 0.0003]","[0.09, 0.0003]","[0.1067, 0.0005]","[0.0743, 0.0002]","[0.0833, 0.0003]","[0.0792, 0.0004]","[0.1095, 0.0005]","[0.1365, 0.0005]","[0.045, 0.0003]","[0.2507, 0.0007]"
6,VAE-CF,100,1,0.0001,300,Cosine,0.2,1.0,,"[0.1448, 0.0004]","[0.0918, 0.0004]","[0.0877, 0.0003]","[0.0846, 0.0003]","[0.0984, 0.0005]","[0.0712, 0.0002]","[0.0752, 0.0003]","[0.0661, 0.0004]","[0.0933, 0.0004]","[0.1182, 0.0005]","[0.036, 0.0003]","[0.2264, 0.0007]"
7,VAE-CF,100,1,0.001,300,Cosine,0.2,1.0,,"[0.1548, 0.0004]","[0.0995, 0.0004]","[0.0943, 0.0003]","[0.0902, 0.0003]","[0.1078, 0.0005]","[0.0746, 0.0002]","[0.0821, 0.0003]","[0.0727, 0.0004]","[0.101, 0.0005]","[0.1266, 0.0005]","[0.0413, 0.0003]","[0.2378, 0.0007]"
8,VAE-CF,100,1,0.01,300,Cosine,0.2,1.0,,"[0.1493, 0.0004]","[0.0969, 0.0004]","[0.0926, 0.0003]","[0.089, 0.0003]","[0.1042, 0.0005]","[0.0744, 0.0002]","[0.0789, 0.0003]","[0.0673, 0.0004]","[0.0956, 0.0004]","[0.121, 0.0005]","[0.0374, 0.0003]","[0.2294, 0.0007]"
9,VAE-CF,100,1,0.1,300,Cosine,0.2,1.0,,"[0.1313, 0.0004]","[0.0873, 0.0004]","[0.0844, 0.0003]","[0.0813, 0.0003]","[0.0912, 0.0004]","[0.0695, 0.0002]","[0.0703, 0.0003]","[0.058, 0.0003]","[0.0827, 0.0004]","[0.1032, 0.0005]","[0.0305, 0.0003]","[0.2027, 0.0006]"
10,VAE-CF,200,1,1e-05,300,Cosine,0.2,1.0,,"[0.1611, 0.0004]","[0.099, 0.0004]","[0.0936, 0.0003]","[0.0892, 0.0003]","[0.107, 0.0005]","[0.0731, 0.0002]","[0.0852, 0.0003]","[0.0819, 0.0004]","[0.112, 0.0005]","[0.1383, 0.0006]","[0.047, 0.0003]","[0.251, 0.0007]"
11,VAE-CF,200,1,0.0001,300,Cosine,0.2,1.0,,"[0.1512, 0.0004]","[0.0947, 0.0004]","[0.0905, 0.0003]","[0.0871, 0.0003]","[0.1019, 0.0005]","[0.073, 0.0002]","[0.0789, 0.0003]","[0.07, 0.0004]","[0.0986, 0.0005]","[0.1244, 0.0005]","[0.039, 0.0003]","[0.2359, 0.0007]"
12,VAE-CF,200,1,0.001,300,Cosine,0.2,1.0,,"[0.1547, 0.0004]","[0.1001, 0.0004]","[0.0945, 0.0003]","[0.0903, 0.0003]","[0.1094, 0.0005]","[0.0744, 0.0002]","[0.0828, 0.0003]","[0.0724, 0.0004]","[0.0998, 0.0004]","[0.125, 0.0005]","[0.0416, 0.0003]","[0.2358, 0.0007]"
13,VAE-CF,200,1,0.01,300,Cosine,0.2,1.0,,"[0.15, 0.0004]","[0.0976, 0.0004]","[0.093, 0.0003]","[0.0893, 0.0003]","[0.1054, 0.0005]","[0.0745, 0.0002]","[0.0795, 0.0003]","[0.0681, 0.0004]","[0.0957, 0.0004]","[0.1206, 0.0005]","[0.0384, 0.0003]","[0.2303, 0.0007]"
14,VAE-CF,200,1,0.1,300,Cosine,0.2,1.0,,"[0.1268, 0.0004]","[0.0837, 0.0003]","[0.0804, 0.0003]","[0.0777, 0.0003]","[0.0889, 0.0004]","[0.0669, 0.0002]","[0.0689, 0.0003]","[0.0561, 0.0003]","[0.0776, 0.0004]","[0.0978, 0.0004]","[0.0318, 0.0003]","[0.196, 0.0006]"
0,VAE-CF,50,1,1e-05,300,Cosine,0.3,1.0,,"[0.1541, 0.0004]","[0.0974, 0.0004]","[0.0925, 0.0003]","[0.0886, 0.0003]","[0.1053, 0.0005]","[0.0737, 0.0002]","[0.0801, 0.0003]","[0.0733, 0.0004]","[0.1023, 0.0005]","[0.1283, 0.0005]","[0.0412, 0.0003]","[0.241, 0.0007]"
1,VAE-CF,50,1,0.0001,300,Cosine,0.3,1.0,,"[0.1427, 0.0004]","[0.0907, 0.0004]","[0.0868, 0.0003]","[0.0836, 0.0003]","[0.097, 0.0005]","[0.0706, 0.0002]","[0.075, 0.0003]","[0.0653, 0.0004]","[0.0923, 0.0004]","[0.1162, 0.0005]","[0.0357, 0.0003]","[0.2215, 0.0006]"
2,VAE-CF,50,1,0.001,300,Cosine,0.3,1.0,,"[0.1504, 0.0004]","[0.0962, 0.0004]","[0.0918, 0.0003]","[0.0883, 0.0003]","[0.1032, 0.0005]","[0.0738, 0.0002]","[0.0792, 0.0003]","[0.0691, 0.0004]","[0.0973, 0.0005]","[0.1228, 0.0005]","[0.0382, 0.0003]","[0.233, 0.0007]"
3,VAE-CF,50,1,0.01,300,Cosine,0.3,1.0,,"[0.1436, 0.0004]","[0.0935, 0.0004]","[0.0896, 0.0003]","[0.0864, 0.0003]","[0.0997, 0.0005]","[0.073, 0.0002]","[0.076, 0.0003]","[0.0641, 0.0004]","[0.091, 0.0004]","[0.115, 0.0005]","[0.0352, 0.0003]","[0.2207, 0.0006]"
4,VAE-CF,50,1,0.1,300,Cosine,0.3,1.0,,"[0.1329, 0.0004]","[0.0883, 0.0004]","[0.0855, 0.0003]","[0.0824, 0.0003]","[0.0921, 0.0005]","[0.0703, 0.0002]","[0.0706, 0.0003]","[0.0586, 0.0003]","[0.0846, 0.0004]","[0.1059, 0.0005]","[0.0305, 0.0003]","[0.2051, 0.0006]"
5,VAE-CF,100,1,1e-05,300,Cosine,0.3,1.0,,"[0.1579, 0.0004]","[0.099, 0.0004]","[0.0936, 0.0003]","[0.0894, 0.0003]","[0.1066, 0.0005]","[0.0738, 0.0002]","[0.083, 0.0003]","[0.0784, 0.0004]","[0.1076, 0.0005]","[0.1333, 0.0005]","[0.0444, 0.0003]","[0.2464, 0.0007]"
6,VAE-CF,100,1,0.0001,300,Cosine,0.3,1.0,,"[0.1472, 0.0004]","[0.0927, 0.0004]","[0.0886, 0.0003]","[0.0853, 0.0003]","[0.0996, 0.0005]","[0.0718, 0.0002]","[0.077, 0.0003]","[0.0672, 0.0004]","[0.0947, 0.0004]","[0.1196, 0.0005]","[0.0373, 0.0003]","[0.2293, 0.0007]"
7,VAE-CF,100,1,0.001,300,Cosine,0.3,1.0,,"[0.1525, 0.0004]","[0.0989, 0.0004]","[0.0939, 0.0003]","[0.0899, 0.0003]","[0.1073, 0.0005]","[0.0747, 0.0002]","[0.0812, 0.0003]","[0.0706, 0.0004]","[0.0986, 0.0004]","[0.1236, 0.0005]","[0.0398, 0.0003]","[0.2343, 0.0007]"
8,VAE-CF,100,1,0.01,300,Cosine,0.3,1.0,,"[0.1484, 0.0004]","[0.0971, 0.0004]","[0.0928, 0.0003]","[0.0893, 0.0003]","[0.1042, 0.0005]","[0.0747, 0.0002]","[0.0788, 0.0003]","[0.0665, 0.0004]","[0.0945, 0.0004]","[0.1194, 0.0005]","[0.0365, 0.0003]","[0.227, 0.0007]"
9,VAE-CF,100,1,0.1,300,Cosine,0.3,1.0,,"[0.1317, 0.0004]","[0.0881, 0.0004]","[0.085, 0.0003]","[0.0818, 0.0003]","[0.0918, 0.0004]","[0.0696, 0.0002]","[0.0707, 0.0003]","[0.0586, 0.0003]","[0.0835, 0.0004]","[0.1042, 0.0005]","[0.0303, 0.0002]","[0.2032, 0.0006]"
10,VAE-CF,200,1,1e-05,300,Cosine,0.3,1.0,,"[0.1627, 0.0004]","[0.0997, 0.0004]","[0.0942, 0.0003]","[0.0898, 0.0003]","[0.1081, 0.0005]","[0.0739, 0.0002]","[0.0859, 0.0003]","[0.0821, 0.0004]","[0.1123, 0.0005]","[0.1389, 0.0006]","[0.0476, 0.0003]","[0.2534, 0.0007]"
11,VAE-CF,200,1,0.0001,300,Cosine,0.3,1.0,,"[0.1491, 0.0004]","[0.0951, 0.0004]","[0.0906, 0.0003]","[0.0871, 0.0003]","[0.1021, 0.0005]","[0.073, 0.0002]","[0.0786, 0.0003]","[0.0683, 0.0004]","[0.096, 0.0004]","[0.1208, 0.0005]","[0.038, 0.0003]","[0.2305, 0.0007]"
12,VAE-CF,200,1,0.001,300,Cosine,0.3,1.0,,"[0.1545, 0.0004]","[0.0998, 0.0004]","[0.0948, 0.0003]","[0.0906, 0.0003]","[0.1084, 0.0005]","[0.0747, 0.0002]","[0.0822, 0.0003]","[0.0723, 0.0004]","[0.101, 0.0005]","[0.1261, 0.0005]","[0.0408, 0.0003]","[0.2355, 0.0007]"
13,VAE-CF,200,1,0.01,300,Cosine,0.3,1.0,,"[0.1497, 0.0004]","[0.0982, 0.0004]","[0.0935, 0.0003]","[0.0897, 0.0003]","[0.1055, 0.0005]","[0.075, 0.0002]","[0.0801, 0.0003]","[0.0682, 0.0004]","[0.0952, 0.0004]","[0.1198, 0.0005]","[0.0383, 0.0003]","[0.2288, 0.0007]"
14,VAE-CF,200,1,0.1,300,Cosine,0.3,1.0,,"[0.1262, 0.0004]","[0.0845, 0.0003]","[0.0808, 0.0003]","[0.0779, 0.0003]","[0.0892, 0.0004]","[0.0668, 0.0002]","[0.0689, 0.0003]","[0.0567, 0.0003]","[0.0777, 0.0004]","[0.0971, 0.0004]","[0.0313, 0.0003]","[0.194, 0.0006]"
0,VAE-CF,50,1,1e-05,300,Cosine,0.4,1.0,,"[0.1559, 0.0004]","[0.0989, 0.0004]","[0.0939, 0.0003]","[0.09, 0.0003]","[0.107, 0.0005]","[0.0745, 0.0002]","[0.0812, 0.0003]","[0.0744, 0.0004]","[0.104, 0.0005]","[0.1305, 0.0005]","[0.0416, 0.0003]","[0.243, 0.0007]"
1,VAE-CF,50,1,0.0001,300,Cosine,0.4,1.0,,"[0.1409, 0.0004]","[0.0914, 0.0004]","[0.0871, 0.0003]","[0.0839, 0.0003]","[0.0981, 0.0005]","[0.0704, 0.0002]","[0.0743, 0.0003]","[0.0631, 0.0004]","[0.089, 0.0004]","[0.1127, 0.0005]","[0.0344, 0.0003]","[0.2172, 0.0006]"
2,VAE-CF,50,1,0.001,300,Cosine,0.4,1.0,,"[0.1495, 0.0004]","[0.0966, 0.0004]","[0.0923, 0.0003]","[0.0888, 0.0003]","[0.1039, 0.0005]","[0.0741, 0.0002]","[0.0788, 0.0003]","[0.0683, 0.0004]","[0.0966, 0.0005]","[0.1219, 0.0005]","[0.0377, 0.0003]","[0.2306, 0.0007]"
3,VAE-CF,50,1,0.01,300,Cosine,0.4,1.0,,"[0.145, 0.0004]","[0.0945, 0.0004]","[0.091, 0.0003]","[0.0877, 0.0003]","[0.1004, 0.0005]","[0.0739, 0.0002]","[0.0767, 0.0003]","[0.0647, 0.0004]","[0.0929, 0.0004]","[0.1173, 0.0005]","[0.0347, 0.0003]","[0.2227, 0.0006]"
4,VAE-CF,50,1,0.1,300,Cosine,0.4,1.0,,"[0.1314, 0.0004]","[0.0879, 0.0004]","[0.0849, 0.0003]","[0.0818, 0.0003]","[0.0915, 0.0005]","[0.07, 0.0002]","[0.0698, 0.0003]","[0.0582, 0.0004]","[0.0832, 0.0004]","[0.1041, 0.0005]","[0.0303, 0.0003]","[0.2025, 0.0006]"
5,VAE-CF,100,1,1e-05,300,Cosine,0.4,1.0,,"[0.1585, 0.0004]","[0.0995, 0.0004]","[0.0943, 0.0003]","[0.0901, 0.0003]","[0.1074, 0.0005]","[0.0745, 0.0002]","[0.0833, 0.0003]","[0.0776, 0.0004]","[0.1072, 0.0005]","[0.1334, 0.0005]","[0.0438, 0.0003]","[0.2472, 0.0007]"
6,VAE-CF,100,1,0.0001,300,Cosine,0.4,1.0,,"[0.1467, 0.0004]","[0.0934, 0.0004]","[0.0891, 0.0003]","[0.0858, 0.0003]","[0.1005, 0.0005]","[0.072, 0.0002]","[0.0766, 0.0003]","[0.067, 0.0004]","[0.0947, 0.0005]","[0.1196, 0.0005]","[0.0368, 0.0003]","[0.2279, 0.0007]"
7,VAE-CF,100,1,0.001,300,Cosine,0.4,1.0,,"[0.1518, 0.0004]","[0.0984, 0.0004]","[0.0937, 0.0003]","[0.0899, 0.0003]","[0.1059, 0.0005]","[0.0749, 0.0002]","[0.0804, 0.0003]","[0.0693, 0.0004]","[0.0975, 0.0004]","[0.1228, 0.0005]","[0.0381, 0.0003]","[0.2332, 0.0007]"
8,VAE-CF,100,1,0.01,300,Cosine,0.4,1.0,,"[0.1455, 0.0004]","[0.0956, 0.0004]","[0.0915, 0.0003]","[0.088, 0.0003]","[0.1024, 0.0005]","[0.074, 0.0002]","[0.0774, 0.0003]","[0.0648, 0.0004]","[0.0917, 0.0004]","[0.1156, 0.0005]","[0.0357, 0.0003]","[0.2222, 0.0006]"
9,VAE-CF,100,1,0.1,300,Cosine,0.4,1.0,,"[0.1305, 0.0004]","[0.0869, 0.0004]","[0.084, 0.0003]","[0.0812, 0.0003]","[0.0904, 0.0004]","[0.0695, 0.0002]","[0.0697, 0.0003]","[0.0571, 0.0003]","[0.0817, 0.0004]","[0.1028, 0.0005]","[0.03, 0.0003]","[0.2019, 0.0006]"
10,VAE-CF,200,1,1e-05,300,Cosine,0.4,1.0,,"[0.1628, 0.0004]","[0.0995, 0.0004]","[0.0943, 0.0003]","[0.0903, 0.0003]","[0.1074, 0.0005]","[0.0745, 0.0002]","[0.085, 0.0003]","[0.0813, 0.0004]","[0.1118, 0.0005]","[0.139, 0.0006]","[0.0464, 0.0003]","[0.2555, 0.0007]"
11,VAE-CF,200,1,0.0001,300,Cosine,0.4,1.0,,"[0.1482, 0.0004]","[0.0937, 0.0004]","[0.0895, 0.0003]","[0.0863, 0.0003]","[0.1007, 0.0005]","[0.0725, 0.0002]","[0.0773, 0.0003]","[0.0674, 0.0004]","[0.0951, 0.0004]","[0.1204, 0.0005]","[0.0374, 0.0003]","[0.2305, 0.0007]"
12,VAE-CF,200,1,0.001,300,Cosine,0.4,1.0,,"[0.1539, 0.0004]","[0.0998, 0.0004]","[0.0946, 0.0003]","[0.0906, 0.0003]","[0.1084, 0.0005]","[0.075, 0.0002]","[0.0825, 0.0003]","[0.071, 0.0004]","[0.0991, 0.0004]","[0.1244, 0.0005]","[0.0403, 0.0003]","[0.2346, 0.0007]"
13,VAE-CF,200,1,0.01,300,Cosine,0.4,1.0,,"[0.146, 0.0004]","[0.0967, 0.0004]","[0.0921, 0.0003]","[0.0885, 0.0003]","[0.1038, 0.0005]","[0.0741, 0.0002]","[0.0779, 0.0003]","[0.0657, 0.0004]","[0.092, 0.0004]","[0.1162, 0.0005]","[0.0364, 0.0003]","[0.2226, 0.0006]"
14,VAE-CF,200,1,0.1,300,Cosine,0.4,1.0,,"[0.1249, 0.0004]","[0.0833, 0.0003]","[0.08, 0.0003]","[0.0773, 0.0003]","[0.0875, 0.0004]","[0.0666, 0.0002]","[0.0674, 0.0003]","[0.0551, 0.0003]","[0.0765, 0.0004]","[0.0961, 0.0004]","[0.0304, 0.0003]","[0.1926, 0.0006]"
0,VAE-CF,50,1,1e-05,300,Cosine,0.5,1.0,,"[0.1549, 0.0004]","[0.0984, 0.0004]","[0.0935, 0.0003]","[0.0896, 0.0003]","[0.1059, 0.0005]","[0.0742, 0.0002]","[0.0806, 0.0003]","[0.0737, 0.0004]","[0.1032, 0.0005]","[0.1295, 0.0005]","[0.0408, 0.0003]","[0.2416, 0.0007]"
1,VAE-CF,50,1,0.0001,300,Cosine,0.5,1.0,,"[0.1435, 0.0004]","[0.0929, 0.0004]","[0.089, 0.0003]","[0.0856, 0.0003]","[0.0993, 0.0005]","[0.0717, 0.0002]","[0.0756, 0.0003]","[0.0656, 0.0004]","[0.0927, 0.0004]","[0.1167, 0.0005]","[0.0357, 0.0003]","[0.2215, 0.0006]"
2,VAE-CF,50,1,0.001,300,Cosine,0.5,1.0,,"[0.1523, 0.0004]","[0.0986, 0.0004]","[0.0945, 0.0003]","[0.0907, 0.0003]","[0.1054, 0.0005]","[0.0753, 0.0002]","[0.0802, 0.0003]","[0.0696, 0.0004]","[0.0993, 0.0005]","[0.1246, 0.0005]","[0.038, 0.0003]","[0.234, 0.0007]"
3,VAE-CF,50,1,0.01,300,Cosine,0.5,1.0,,"[0.1414, 0.0004]","[0.0933, 0.0004]","[0.0897, 0.0003]","[0.0864, 0.0003]","[0.0992, 0.0005]","[0.0731, 0.0002]","[0.0752, 0.0003]","[0.0627, 0.0004]","[0.0894, 0.0004]","[0.1128, 0.0005]","[0.0339, 0.0003]","[0.2171, 0.0006]"
4,VAE-CF,50,1,0.1,300,Cosine,0.5,1.0,,"[0.1316, 0.0004]","[0.0889, 0.0004]","[0.0857, 0.0003]","[0.0825, 0.0003]","[0.0927, 0.0005]","[0.0703, 0.0002]","[0.0707, 0.0003]","[0.0583, 0.0003]","[0.0835, 0.0004]","[0.1043, 0.0005]","[0.0306, 0.0003]","[0.2018, 0.0006]"
5,VAE-CF,100,1,1e-05,300,Cosine,0.5,1.0,,"[0.159, 0.0004]","[0.0996, 0.0004]","[0.0945, 0.0003]","[0.0905, 0.0003]","[0.1074, 0.0005]","[0.0748, 0.0002]","[0.083, 0.0003]","[0.0768, 0.0004]","[0.1069, 0.0005]","[0.1338, 0.0005]","[0.0433, 0.0003]","[0.2486, 0.0007]"
6,VAE-CF,100,1,0.0001,300,Cosine,0.5,1.0,,"[0.1474, 0.0004]","[0.0953, 0.0004]","[0.0908, 0.0003]","[0.0875, 0.0003]","[0.103, 0.0005]","[0.0733, 0.0002]","[0.0784, 0.0003]","[0.0654, 0.0004]","[0.0922, 0.0004]","[0.117, 0.0005]","[0.0369, 0.0003]","[0.2259, 0.0006]"
7,VAE-CF,100,1,0.001,300,Cosine,0.5,1.0,,"[0.1506, 0.0004]","[0.0983, 0.0004]","[0.0937, 0.0003]","[0.0899, 0.0003]","[0.1058, 0.0005]","[0.0747, 0.0002]","[0.0798, 0.0003]","[0.0687, 0.0004]","[0.0969, 0.0004]","[0.1221, 0.0005]","[0.0374, 0.0003]","[0.2305, 0.0007]"
8,VAE-CF,100,1,0.01,300,Cosine,0.5,1.0,,"[0.1452, 0.0004]","[0.0958, 0.0004]","[0.0919, 0.0003]","[0.0884, 0.0003]","[0.1019, 0.0005]","[0.0745, 0.0002]","[0.0777, 0.0003]","[0.0644, 0.0004]","[0.0912, 0.0004]","[0.1146, 0.0005]","[0.0353, 0.0003]","[0.2209, 0.0006]"
9,VAE-CF,100,1,0.1,300,Cosine,0.5,1.0,,"[0.1289, 0.0004]","[0.0868, 0.0004]","[0.0837, 0.0003]","[0.0807, 0.0003]","[0.0903, 0.0004]","[0.069, 0.0002]","[0.0693, 0.0003]","[0.0569, 0.0003]","[0.0807, 0.0004]","[0.101, 0.0005]","[0.0301, 0.0003]","[0.1987, 0.0006]"
10,VAE-CF,200,1,1e-05,300,Cosine,0.5,1.0,,"[0.1634, 0.0004]","[0.0994, 0.0004]","[0.0942, 0.0003]","[0.0901, 0.0003]","[0.1074, 0.0005]","[0.0744, 0.0002]","[0.0855, 0.0003]","[0.0814, 0.0004]","[0.1122, 0.0005]","[0.1395, 0.0006]","[0.0466, 0.0003]","[0.256, 0.0007]"
11,VAE-CF,200,1,0.0001,300,Cosine,0.5,1.0,,"[0.1479, 0.0004]","[0.0938, 0.0004]","[0.0897, 0.0003]","[0.0865, 0.0003]","[0.1011, 0.0005]","[0.0725, 0.0002]","[0.0776, 0.0003]","[0.0665, 0.0004]","[0.0943, 0.0004]","[0.1195, 0.0005]","[0.0374, 0.0003]","[0.2293, 0.0007]"
12,VAE-CF,200,1,0.001,300,Cosine,0.5,1.0,,"[0.1539, 0.0004]","[0.0993, 0.0004]","[0.0945, 0.0003]","[0.0906, 0.0003]","[0.108, 0.0005]","[0.0748, 0.0002]","[0.0823, 0.0003]","[0.0701, 0.0004]","[0.0991, 0.0004]","[0.1248, 0.0005]","[0.0399, 0.0003]","[0.2341, 0.0007]"
13,VAE-CF,200,1,0.01,300,Cosine,0.5,1.0,,"[0.1444, 0.0004]","[0.0962, 0.0004]","[0.0922, 0.0003]","[0.0887, 0.0003]","[0.1025, 0.0005]","[0.0742, 0.0002]","[0.0771, 0.0003]","[0.0638, 0.0004]","[0.091, 0.0004]","[0.115, 0.0005]","[0.0348, 0.0003]","[0.2197, 0.0006]"
14,VAE-CF,200,1,0.1,300,Cosine,0.5,1.0,,"[0.1264, 0.0004]","[0.0852, 0.0003]","[0.0813, 0.0003]","[0.0784, 0.0003]","[0.0913, 0.0004]","[0.0671, 0.0002]","[0.0701, 0.0003]","[0.0557, 0.0003]","[0.0769, 0.0004]","[0.0964, 0.0004]","[0.0321, 0.0003]","[0.1931, 0.0006]"
